freq1_Z1,freq2_Z1,freq3_Z1,freq4_Z1,freq5_Z1,freq6_Z1,freq7_Z1,freq8_Z1,freq9_Z1,freq10_Z1,freq11_Z1,freq12_Z1,freq13_Z1,freq14_Z1,freq15_Z1,freq16_Z1,freq17_Z1,freq18_Z1,freq19_Z1,freq20_Z1,freq21_Z1,freq22_Z1,freq23_Z1,freq24_Z1,freq25_Z1,freq26_Z1,freq27_Z1,freq28_Z1,freq29_Z1,freq30_Z1,freq31_Z1,freq32_Z1,freq33_Z1,freq34_Z1,freq35_Z1,freq36_Z1,freq37_Z1,freq38_Z1,freq39_Z1,freq40_Z1,freq41_Z1,freq42_Z1,freq43_Z1,freq44_Z1,freq45_Z1,freq46_Z1,freq47_Z1,freq48_Z1,freq49_Z1,freq50_Z1,freq51_Z1,freq52_Z1,freq53_Z1,freq54_Z1,freq55_Z1,freq56_Z1,freq57_Z1,freq58_Z1,freq59_Z1,freq60_Z1,freq61_Z1,freq62_Z1,freq63_Z1,freq64_Z1,freq65_Z1,freq66_Z1,freq67_Z1,freq68_Z1,freq69_Z1,freq70_Z1,freq71_Z1,freq72_Z1,freq73_Z1,freq1_Z2,freq2_Z2,freq3_Z2,freq4_Z2,freq5_Z2,freq6_Z2,freq7_Z2,freq8_Z2,freq9_Z2,freq10_Z2,freq11_Z2,freq12_Z2,freq13_Z2,freq14_Z2,freq15_Z2,freq16_Z2,freq17_Z2,freq18_Z2,freq19_Z2,freq20_Z2,freq21_Z2,freq22_Z2,freq23_Z2,freq24_Z2,freq25_Z2,freq26_Z2,freq27_Z2,freq28_Z2,freq29_Z2,freq30_Z2,freq31_Z2,freq32_Z2,freq33_Z2,freq34_Z2,freq35_Z2,freq36_Z2,freq37_Z2,freq38_Z2,freq39_Z2,freq40_Z2,freq41_Z2,freq42_Z2,freq43_Z2,freq44_Z2,freq45_Z2,freq46_Z2,freq47_Z2,freq48_Z2,freq49_Z2,freq50_Z2,freq51_Z2,freq52_Z2,freq53_Z2,freq54_Z2,freq55_Z2,freq56_Z2,freq57_Z2,freq58_Z2,freq59_Z2,freq60_Z2,freq61_Z2,freq62_Z2,freq63_Z2,freq64_Z2,freq65_Z2,freq66_Z2,freq67_Z2,freq68_Z2,freq69_Z2,freq70_Z2,freq71_Z2,freq72_Z2,freq73_Z2,C (log-CFU/100ml),sensor ID,RCT,CF
268.55,272.26,275.93,279.01,284.53,291.04,291.56,295.83,298.37,300.56,303.88,306.97,309.83,308.96,311.72,315.49,318.2,321.12,324.37,327.69,333.31,337.43,345.45,350.16,358.57,367.66,378.15,391.5,406.22,423.97,445.3,468.86,495.22,529.13,565.96,612.23,660.91,713.52,781.8,853.21,935.35,1023.3,1122.42,1216.03,1324.95,1451.11,1580.41,1685.45,1816.22,1942.96,2047.33,2183.79,2308.41,2418.01,2551.64,2662.98,2746.87,2871.26,2968.14,3049.02,3150.94,3254.92,3349.5,3453.86,3547.12,3644.67,3745.84,3840.41,3942.17,4054.97,4168.6,4287.52,4415.2,64.43,60.52,60.08,57.27,53.66,52.44,49.58,50.4,49.71,49.61,49.68,51.39,53.94,60.27,62.48,66.82,71.67,77.51,84.66,93.89,103.05,115.05,124.55,144.33,161.74,181.61,203.75,228.91,255.58,286.11,318.1,354.83,393.65,437.93,483.87,530.5,584.56,635.57,687.69,741.4,797.02,843.6,896.04,938.94,979.16,1022.01,1053.49,1065.6,1083.87,1093.18,1092.18,1094.01,1090.55,1076.8,1073.49,1065.07,1044.63,1041.27,1034.19,1018.71,1015.55,1020.06,1025.14,1034.46,1045.08,1067.9,1098.54,1123.22,1154.72,1203.99,1252.85,1311.1,1374,2,1,1198,1625.28
277.13,280.96,284.74,287.92,293.63,300.34,300.87,305.28,307.91,310.17,313.59,316.78,319.73,318.83,321.69,325.57,328.37,331.38,334.74,338.17,343.96,348.22,356.48,361.35,370.03,379.41,390.23,404.01,419.2,437.52,459.54,483.84,511.04,546.04,584.05,631.79,682.03,736.32,806.79,880.47,965.24,1056.01,1158.29,1254.89,1367.3,1497.49,1630.92,1739.31,1874.26,2005.05,2112.76,2253.58,2382.18,2495.28,2633.19,2748.08,2834.66,2963.02,3063,3146.47,3251.64,3358.95,3456.55,3564.24,3660.48,3761.15,3865.55,3963.14,4068.16,4184.56,4301.82,4424.55,4556.3,66.49,62.46,62.01,59.1,55.38,54.12,51.17,52.01,51.3,51.2,51.27,53.04,55.67,62.19,64.48,68.96,73.96,79.98,87.36,96.89,106.34,118.72,128.53,148.95,166.91,187.41,210.26,236.22,263.74,295.25,328.27,366.17,406.23,451.93,499.34,547.45,603.24,655.89,709.66,765.1,822.49,870.56,924.67,968.95,1010.45,1054.68,1087.16,1099.65,1118.51,1128.12,1127.08,1128.98,1125.4,1111.21,1107.8,1099.11,1078.01,1074.54,1067.24,1051.26,1048,1052.66,1057.91,1067.53,1078.48,1102.03,1133.65,1159.12,1191.62,1242.47,1292.89,1353,1417.91,2,2,1399,1875.75
249.17,252.61,256.01,258.87,264,270.04,270.52,274.48,276.84,278.87,281.95,284.82,287.47,286.66,289.23,292.72,295.23,297.95,300.96,304.05,309.26,313.08,320.52,324.89,332.7,341.13,350.86,363.25,376.91,393.38,413.17,435.03,459.48,490.95,525.12,568.05,613.21,662.03,725.38,791.64,867.85,949.46,1041.42,1128.27,1229.34,1346.39,1466.36,1563.82,1685.15,1802.75,1899.58,2026.2,2141.82,2243.51,2367.5,2470.8,2548.64,2664.06,2753.94,2828.99,2923.56,3020.03,3107.79,3204.61,3291.14,3381.66,3475.52,3563.27,3657.68,3762.34,3867.77,3978.11,4096.58,59.78,56.15,55.75,53.14,49.79,48.66,46,46.76,46.12,46.03,46.1,47.68,50.05,55.92,57.97,62,66.5,71.91,78.55,87.12,95.61,106.74,115.56,133.92,150.07,168.5,189.05,212.39,237.13,265.46,295.15,329.22,365.24,406.33,448.96,492.22,542.38,589.71,638.06,687.9,739.51,782.72,831.37,871.18,908.49,948.26,977.46,988.7,1005.66,1014.29,1013.36,1015.06,1011.85,999.09,996.02,988.21,969.24,966.12,959.55,945.19,942.26,946.45,951.17,959.81,969.66,990.83,1019.27,1042.16,1071.39,1117.1,1162.44,1216.49,1274.85,2,3,1285,1550.42
305.92,310.15,314.33,317.84,324.13,331.55,332.13,337,339.9,342.39,346.17,349.69,352.95,351.96,355.11,359.4,362.48,365.81,369.51,373.3,379.7,384.39,393.52,398.89,408.48,418.83,430.78,445.99,462.76,482.98,507.28,534.11,564.14,602.77,644.73,697.43,752.89,812.83,890.61,971.95,1065.53,1165.72,1278.63,1385.27,1509.35,1653.07,1800.37,1920.02,2068.99,2213.37,2332.27,2487.72,2629.68,2754.53,2906.76,3033.6,3129.16,3270.87,3381.23,3473.37,3589.48,3707.93,3815.67,3934.55,4040.79,4151.92,4267.17,4374.9,4490.82,4619.32,4748.76,4884.24,5029.69,73.39,68.94,68.45,65.24,61.13,59.74,56.48,57.41,56.63,56.52,56.6,58.54,61.45,68.65,71.18,76.12,81.64,88.29,96.44,106.96,117.39,131.06,141.88,164.42,184.25,206.88,232.11,260.76,291.14,325.93,362.38,404.21,448.43,498.88,551.22,604.33,665.92,724.03,783.39,844.59,907.95,961.01,1020.74,1069.62,1115.43,1164.25,1200.11,1213.9,1234.72,1245.32,1244.18,1246.27,1242.32,1226.66,1222.89,1213.3,1190.02,1186.19,1178.12,1160.48,1156.88,1162.03,1167.82,1178.44,1190.53,1216.52,1251.43,1279.54,1315.42,1371.55,1427.21,1493.57,1565.23,2,4,1324,1812.27
271.32,275.07,278.77,281.88,287.47,294.04,294.56,298.88,301.45,303.66,307.01,310.14,313.03,312.14,314.94,318.74,321.48,324.43,327.71,331.07,336.74,340.91,349.01,353.77,362.27,371.45,382.05,395.54,410.41,428.34,449.9,473.69,500.32,534.59,571.79,618.54,667.72,720.88,789.86,862,944.99,1033.85,1133.99,1228.56,1338.61,1466.07,1596.71,1702.82,1834.94,1962.99,2068.43,2206.31,2332.21,2442.93,2577.95,2690.43,2775.19,2900.86,2998.74,3080.46,3183.43,3288.48,3384.03,3489.47,3583.68,3682.25,3784.46,3880,3982.81,4096.77,4211.58,4331.73,4460.72,65.09,61.15,60.7,57.86,54.22,52.99,50.09,50.92,50.22,50.12,50.2,51.92,54.5,60.89,63.12,67.51,72.41,78.3,85.53,94.86,104.11,116.23,125.83,145.82,163.41,183.48,205.85,231.26,258.21,289.06,321.38,358.48,397.7,442.45,488.86,535.97,590.59,642.13,694.78,749.05,805.24,852.3,905.27,948.62,989.25,1032.55,1064.35,1076.58,1095.05,1104.45,1103.44,1105.29,1101.79,1087.9,1084.56,1076.05,1055.4,1052,1044.85,1029.21,1026.02,1030.58,1035.71,1045.13,1055.85,1078.91,1109.87,1134.8,1166.62,1216.4,1265.77,1324.62,1388.16,2,5,1424,1768.12
253.87,257.39,260.85,263.76,268.99,275.14,275.63,279.67,282.07,284.14,287.27,290.2,292.9,292.08,294.69,298.25,300.81,303.58,306.65,309.79,315.1,319,326.57,331.02,338.98,347.57,357.49,370.11,384.03,400.81,420.97,443.24,468.16,500.22,535.04,578.78,624.79,674.54,739.08,806.59,884.24,967.39,1061.09,1149.58,1252.56,1371.82,1494.06,1593.36,1716.98,1836.8,1935.46,2064.47,2182.28,2285.89,2412.22,2517.47,2596.78,2714.38,2805.96,2882.43,2978.78,3077.08,3166.49,3265.15,3353.3,3445.53,3541.17,3630.57,3726.77,3833.41,3940.83,4053.26,4173.96,60.91,57.21,56.8,54.14,50.73,49.58,46.87,47.64,46.99,46.9,46.97,48.59,51,56.97,59.07,63.17,67.75,73.27,80.03,88.76,97.42,108.76,117.75,136.45,152.9,171.69,192.62,216.4,241.61,270.48,300.72,335.44,372.14,414.01,457.44,501.51,552.62,600.85,650.11,700.89,753.47,797.51,847.08,887.64,925.66,966.17,995.93,1007.38,1024.65,1033.45,1032.5,1034.24,1030.96,1017.96,1014.84,1006.87,987.55,984.37,977.68,963.04,960.06,964.33,969.13,977.94,987.98,1009.55,1038.52,1061.85,1091.62,1138.2,1184.4,1239.46,1298.93,2,6,1552,1816.46
304.56,308.78,312.93,316.43,322.69,330.08,330.66,335.51,338.39,340.87,344.63,348.14,351.39,350.4,353.53,357.8,360.87,364.19,367.88,371.65,378.01,382.69,391.78,397.12,406.66,416.97,428.87,444.01,460.7,480.84,505.03,531.75,561.64,600.1,641.87,694.34,749.55,809.22,886.66,967.64,1060.8,1160.55,1272.96,1379.12,1502.66,1645.74,1792.38,1911.51,2059.82,2203.56,2321.92,2476.69,2618.02,2742.32,2893.87,3020.14,3115.29,3256.36,3366.24,3457.97,3573.56,3691.49,3798.75,3917.11,4022.87,4133.51,4248.25,4355.5,4470.91,4598.84,4727.71,4862.58,5007.38,73.07,68.64,68.14,64.95,60.86,59.48,56.23,57.15,56.38,56.27,56.35,58.29,61.18,68.35,70.86,75.78,81.28,87.9,96.01,106.49,116.87,130.48,141.25,163.69,183.43,205.97,231.08,259.61,289.85,324.48,360.77,402.42,446.44,496.67,548.77,601.65,662.96,720.82,779.92,840.84,903.92,956.75,1016.22,1064.87,1110.48,1159.09,1194.78,1208.52,1229.25,1239.8,1238.66,1240.74,1236.82,1221.22,1217.47,1207.92,1184.74,1180.93,1172.89,1155.34,1151.75,1156.88,1162.64,1173.21,1185.25,1211.13,1245.88,1273.87,1309.59,1365.47,1420.89,1486.95,1558.29,2,7,1652,2101.02
301.77,305.95,310.07,313.53,319.74,327.05,327.63,332.43,335.29,337.75,341.47,344.95,348.17,347.19,350.29,354.53,357.57,360.85,364.5,368.24,374.55,379.18,388.19,393.48,402.94,413.15,424.94,439.94,456.48,476.43,500.4,526.87,556.49,594.6,635.99,687.98,742.68,801.81,878.53,958.78,1051.08,1149.92,1261.29,1366.49,1488.89,1630.66,1775.96,1893.99,2040.94,2183.37,2300.65,2454,2594.03,2717.19,2867.36,2992.47,3086.74,3226.53,3335.39,3426.29,3540.82,3657.66,3763.94,3881.21,3986.01,4095.64,4209.32,4315.59,4429.94,4556.7,4684.39,4818.03,4961.5,72.4,68.01,67.52,64.36,60.3,58.93,55.72,56.63,55.86,55.75,55.83,57.75,60.62,67.72,70.21,75.09,80.54,87.09,95.13,105.51,115.8,129.28,139.96,162.19,181.75,204.08,228.96,257.23,287.2,321.51,357.46,398.73,442.35,492.12,543.74,596.14,656.89,714.21,772.77,833.14,895.64,947.98,1006.9,1055.12,1100.31,1148.47,1183.84,1197.45,1217.98,1228.44,1227.31,1229.38,1225.48,1210.03,1206.32,1196.85,1173.88,1170.1,1162.15,1144.75,1141.2,1146.28,1151.99,1162.46,1174.39,1200.03,1234.47,1262.2,1297.59,1352.96,1407.87,1473.33,1544.01,2,8,1652,2108.02
307.31,311.56,315.75,319.27,325.6,333.05,333.64,338.52,341.44,343.94,347.73,351.27,354.55,353.55,356.71,361.02,364.12,367.47,371.19,374.99,381.41,386.13,395.3,400.69,410.32,420.72,432.73,448,464.85,485.17,509.57,536.53,566.69,605.5,647.64,700.59,756.29,816.5,894.64,976.35,1070.35,1170.99,1284.41,1391.53,1516.18,1660.55,1808.51,1928.71,2078.35,2223.39,2342.82,2498.98,2641.58,2767,2919.92,3047.32,3143.32,3285.67,3396.53,3489.09,3605.72,3724.71,3832.94,3952.36,4059.07,4170.71,4286.48,4394.69,4511.14,4640.22,4770.25,4906.34,5052.44,73.73,69.26,68.76,65.54,61.41,60.01,56.74,57.67,56.88,56.77,56.85,58.81,61.73,68.96,71.5,76.46,82.01,88.69,96.88,107.45,117.92,131.65,142.53,165.16,185.08,207.82,233.16,261.94,292.46,327.4,364.02,406.04,450.46,501.14,553.71,607.07,668.93,727.31,786.94,848.41,912.05,965.35,1025.36,1074.46,1120.48,1169.52,1205.54,1219.4,1240.31,1250.96,1249.81,1251.91,1247.95,1232.21,1228.43,1218.79,1195.4,1191.55,1183.45,1165.73,1162.12,1167.29,1173.1,1183.77,1195.92,1222.03,1257.09,1285.33,1321.38,1377.76,1433.67,1500.33,1572.31,2,9,1652,2089.02
257.47,261.03,264.55,267.5,272.8,279.04,279.53,283.63,286.07,288.17,291.35,294.31,297.06,296.22,298.87,302.48,305.07,307.88,310.99,314.18,319.56,323.52,331.2,335.72,343.79,352.5,362.55,375.36,389.47,406.49,426.94,449.53,474.8,507.31,542.62,586.98,633.65,684.1,749.56,818.02,896.78,981.1,1076.13,1165.88,1270.31,1391.27,1515.24,1615.95,1741.32,1862.84,1962.9,2093.74,2213.22,2318.3,2446.42,2553.16,2633.6,2752.86,2845.74,2923.29,3021.01,3120.7,3211.38,3311.43,3400.84,3494.38,3591.37,3682.04,3779.61,3887.75,3996.7,4110.72,4233.13,61.77,58.03,57.61,54.91,51.45,50.28,47.54,48.32,47.66,47.57,47.63,49.27,51.72,57.78,59.9,64.07,68.71,74.31,81.17,90.02,98.8,110.3,119.41,138.38,155.07,174.12,195.35,219.47,245.04,274.31,304.99,340.19,377.41,419.88,463.92,508.62,560.46,609.36,659.33,710.83,764.16,808.81,859.09,900.22,938.78,979.87,1010.04,1021.66,1039.18,1048.1,1047.14,1048.9,1045.58,1032.4,1029.22,1021.15,1001.55,998.33,991.54,976.7,973.67,978,982.87,991.81,1001.98,1023.86,1053.24,1076.9,1107.1,1154.34,1201.19,1257.04,1317.34,2,10,1652,2044.02
274.08,277.87,281.61,284.76,290.4,297.04,297.57,301.93,304.53,306.76,310.14,313.3,316.22,315.33,318.15,322,324.76,327.74,331.06,334.45,340.18,344.39,352.57,357.38,365.97,375.24,385.94,399.57,414.6,432.72,454.49,478.53,505.43,540.04,577.63,624.85,674.53,728.23,797.92,870.8,954.64,1044.4,1145.56,1241.1,1352.27,1481.03,1613,1720.2,1853.67,1983.02,2089.54,2228.82,2356,2467.86,2604.25,2717.88,2803.51,2930.46,3029.34,3111.89,3215.91,3322.04,3418.56,3525.07,3620.25,3719.82,3823.07,3919.59,4023.45,4138.58,4254.55,4375.93,4506.23,65.76,61.77,61.32,58.45,54.77,53.53,50.6,51.43,50.73,50.64,50.71,52.45,55.06,61.51,63.77,68.2,73.15,79.1,86.4,95.83,105.17,117.42,127.12,147.31,165.08,185.35,207.95,233.62,260.85,292.01,324.66,362.14,401.76,446.96,493.85,541.44,596.61,648.68,701.86,756.69,813.46,860.99,914.51,958.3,999.34,1043.09,1075.21,1087.57,1106.22,1115.72,1114.69,1116.57,1113.03,1099,1095.63,1087.03,1066.17,1062.74,1055.51,1039.71,1036.49,1041.1,1046.28,1055.79,1066.63,1089.92,1121.19,1146.38,1178.52,1228.81,1278.68,1338.13,1402.33,2,11,1210,1708.79
277.13,280.96,284.74,287.92,293.63,300.34,300.87,305.28,307.91,310.17,313.59,316.78,319.73,318.83,321.69,325.57,328.37,331.38,334.74,338.17,343.96,348.22,356.48,361.35,370.03,379.41,390.23,404.01,419.2,437.52,459.54,483.84,511.04,546.04,584.05,631.79,682.03,736.32,806.79,880.47,965.24,1056.01,1158.29,1254.89,1367.3,1497.49,1630.92,1739.31,1874.26,2005.05,2112.76,2253.58,2382.18,2495.28,2633.19,2748.08,2834.66,2963.02,3063,3146.47,3251.64,3358.95,3456.55,3564.24,3660.48,3761.15,3865.55,3963.14,4068.16,4184.56,4301.82,4424.55,4556.3,66.49,62.46,62.01,59.1,55.38,54.12,51.17,52.01,51.3,51.2,51.27,53.04,55.67,62.19,64.48,68.96,73.96,79.98,87.36,96.89,106.34,118.72,128.53,148.95,166.91,187.41,210.26,236.22,263.74,295.25,328.27,366.17,406.23,451.93,499.34,547.45,603.24,655.89,709.66,765.1,822.49,870.56,924.67,968.95,1010.45,1054.68,1087.16,1099.65,1118.51,1128.12,1127.08,1128.98,1125.4,1111.21,1107.8,1099.11,1078.01,1074.54,1067.24,1051.26,1048,1052.66,1057.91,1067.53,1078.48,1102.03,1133.65,1159.12,1191.62,1242.47,1292.89,1353,1417.91,2,12,1204,1701.5
271.32,275.07,278.77,281.88,287.47,294.04,294.56,298.88,301.45,303.66,307.01,310.14,313.03,312.14,314.94,318.74,321.48,324.43,327.71,331.07,336.74,340.91,349.01,353.77,362.27,371.45,382.05,395.54,410.41,428.34,449.9,473.69,500.32,534.59,571.79,618.54,667.72,720.88,789.86,862,944.99,1033.85,1133.99,1228.56,1338.61,1466.07,1596.71,1702.82,1834.94,1962.99,2068.43,2206.31,2332.21,2442.93,2577.95,2690.43,2775.19,2900.86,2998.74,3080.46,3183.43,3288.48,3384.03,3489.47,3583.68,3682.25,3784.46,3880,3982.81,4096.77,4211.58,4331.73,4460.72,65.09,61.15,60.7,57.86,54.22,52.99,50.09,50.92,50.22,50.12,50.2,51.92,54.5,60.89,63.12,67.51,72.41,78.3,85.53,94.86,104.11,116.23,125.83,145.82,163.41,183.48,205.85,231.26,258.21,289.06,321.38,358.48,397.7,442.45,488.86,535.97,590.59,642.13,694.78,749.05,805.24,852.3,905.27,948.62,989.25,1032.55,1064.35,1076.58,1095.05,1104.45,1103.44,1105.29,1101.79,1087.9,1084.56,1076.05,1055.4,1052,1044.85,1029.21,1026.02,1030.58,1035.71,1045.13,1055.85,1078.91,1109.87,1134.8,1166.62,1216.4,1265.77,1324.62,1388.16,2,13,1231,1709.24
268.55,272.26,275.93,279.01,284.53,291.04,291.56,295.83,298.37,300.56,303.88,306.97,309.83,308.96,311.72,315.49,318.2,321.12,324.37,327.69,333.31,337.43,345.45,350.16,358.57,367.66,378.15,391.5,406.22,423.97,445.3,468.86,495.22,529.13,565.96,612.23,660.91,713.52,781.8,853.21,935.35,1023.3,1122.42,1216.03,1324.95,1451.11,1580.41,1685.45,1816.22,1942.96,2047.33,2183.79,2308.41,2418.01,2551.64,2662.98,2746.87,2871.26,2968.14,3049.02,3150.94,3254.92,3349.5,3453.86,3547.12,3644.67,3745.84,3840.41,3942.17,4054.97,4168.6,4287.52,4415.2,64.43,60.52,60.08,57.27,53.66,52.44,49.58,50.4,49.71,49.61,49.68,51.39,53.94,60.27,62.48,66.82,71.67,77.51,84.66,93.89,103.05,115.05,124.55,144.33,161.74,181.61,203.75,228.91,255.58,286.11,318.1,354.83,393.65,437.93,483.87,530.5,584.56,635.57,687.69,741.4,797.02,843.6,896.04,938.94,979.16,1022.01,1053.49,1065.6,1083.87,1093.18,1092.18,1094.01,1090.55,1076.8,1073.49,1065.07,1044.63,1041.27,1034.19,1018.71,1015.55,1020.06,1025.14,1034.46,1045.08,1067.9,1098.54,1123.22,1154.72,1203.99,1252.85,1311.1,1374,2,14,1267,1697.56
282.67,286.58,290.43,293.67,299.49,306.34,306.89,311.38,314.06,316.36,319.85,323.11,326.12,325.2,328.11,332.08,334.93,338.01,341.42,344.92,350.83,355.17,363.61,368.57,377.43,386.99,398.03,412.08,427.58,446.27,468.72,493.51,521.25,556.95,595.72,644.42,695.65,751.04,822.9,898.07,984.53,1077.1,1181.43,1279.96,1394.61,1527.41,1663.51,1774.06,1911.71,2045.12,2154.97,2298.61,2429.78,2545.14,2685.8,2802.99,2891.29,3022.22,3124.2,3209.33,3316.61,3426.06,3525.61,3635.46,3733.61,3836.3,3942.79,4042.33,4149.44,4268.17,4387.77,4512.95,4647.34,67.81,63.7,63.24,60.28,56.48,55.2,52.19,53.05,52.32,52.22,52.3,54.09,56.78,63.43,65.76,70.33,75.44,81.58,89.11,98.83,108.47,121.09,131.1,151.92,170.24,191.16,214.46,240.94,269.01,301.15,334.83,373.48,414.34,460.96,509.31,558.39,615.3,668.99,723.84,780.38,838.93,887.95,943.15,988.31,1030.64,1075.75,1108.88,1121.62,1140.86,1150.65,1149.6,1151.53,1147.89,1133.41,1129.93,1121.07,1099.55,1096.01,1088.56,1072.27,1068.94,1073.7,1079.04,1088.85,1100.03,1124.04,1156.3,1182.27,1215.43,1267.29,1318.72,1380.04,1446.24,2,15,1210,1729.24
242.83,247.42,249.19,255.67,260.07,261.13,265.48,268.03,270.69,273.05,275.79,277.27,279.28,281.04,283.67,286.51,289.1,291.57,294.95,298.54,303.18,306.68,312.46,318.48,325.55,332.98,343.38,354.86,368.48,382.99,403.3,422.27,446.66,476.89,510.97,548.73,595.72,647.25,709.46,774.34,856.35,938.2,1034.45,1135.06,1243.41,1372.74,1492.47,1638.58,1771.93,1933.92,2097.13,2218.04,2393.1,2529.51,2689.6,2838.32,2968.56,3080.42,3214.67,3348.08,3475.38,3593.09,3712.83,3839.23,3952.7,4069.21,4187.15,4303.96,4408.59,4529.3,4651.72,4776.75,4919.85,59.62,54.64,53.76,52.59,50.11,48.31,46.62,45.94,44.8,45.72,47.27,47.78,49.66,55.79,58.85,62.41,67.04,72.68,80.15,88.27,97.26,108.2,121.35,136.87,153.95,172.92,194.46,218.45,245.07,275.08,306.88,343.12,382.44,424.9,473.29,523.88,579.77,636.5,698.63,759.74,825.96,880.75,949.14,1014.66,1069.34,1121.84,1167.65,1215.26,1248.42,1284.16,1298.8,1310.03,1321.41,1330.89,1332.83,1312.55,1299.76,1283.25,1268.3,1253.2,1234.78,1233.38,1217.99,1214.89,1215.41,1220.18,1229.57,1235.98,1273.58,1297.09,1337.74,1366.68,1419.59,3,1,1776.86,2087.46
270.12,275.22,277.19,284.4,289.29,290.47,295.3,298.14,301.11,303.73,306.77,308.42,310.66,312.61,315.54,318.7,321.59,324.34,328.09,332.08,337.25,341.14,347.56,354.26,362.12,370.39,381.97,394.73,409.89,426.02,448.61,469.71,496.85,530.48,568.38,610.38,662.66,719.97,789.17,861.35,952.57,1043.62,1150.68,1262.59,1383.12,1526.98,1660.16,1822.69,1971.02,2151.21,2332.76,2467.26,2661.99,2813.73,2991.8,3157.23,3302.1,3426.53,3575.87,3724.27,3865.88,3996.81,4130,4270.61,4396.82,4526.42,4657.62,4787.55,4903.93,5038.21,5174.39,5313.46,5472.64,66.32,60.78,59.8,58.5,55.74,53.74,51.86,51.1,49.83,50.85,52.58,53.15,55.24,62.06,65.46,69.42,74.57,80.84,89.15,98.19,108.18,120.36,134.99,152.24,171.24,192.35,216.3,243,272.6,305.99,341.36,381.68,425.41,472.65,526.47,582.74,644.91,708.02,777.13,845.11,918.76,979.71,1055.78,1128.66,1189.49,1247.89,1298.84,1351.8,1388.69,1428.44,1444.73,1457.22,1469.88,1480.42,1482.59,1460.03,1445.8,1427.43,1410.8,1394.01,1373.52,1371.96,1354.84,1351.4,1351.97,1357.28,1367.72,1374.85,1416.68,1442.83,1488.05,1520.24,1579.09,3,2,1649.53,2011.77
275.57,280.78,282.79,290.14,295.13,296.34,301.27,304.16,307.19,309.86,312.97,314.66,316.94,318.93,321.92,325.14,328.08,330.89,334.72,338.79,344.06,348.03,354.59,361.42,369.44,377.87,389.68,402.71,418.17,434.63,457.67,479.2,506.89,541.19,579.87,622.71,676.05,734.52,805.12,878.75,971.82,1064.7,1173.93,1288.1,1411.06,1557.83,1693.7,1859.51,2010.84,2194.67,2379.88,2517.11,2715.76,2870.57,3052.24,3221.01,3368.81,3495.76,3648.11,3799.5,3943.97,4077.56,4213.43,4356.88,4485.64,4617.86,4751.71,4884.26,5003,5140,5278.92,5420.8,5583.2,67.66,62.01,61.01,59.68,56.86,54.83,52.9,52.13,50.84,51.88,53.64,54.22,56.36,63.31,66.78,70.83,76.07,82.47,90.95,100.17,110.37,122.79,137.71,155.32,174.7,196.23,220.67,247.91,278.11,312.17,348.26,389.39,434.01,482.19,537.11,594.51,657.94,722.32,792.83,862.18,937.32,999.5,1077.11,1151.46,1213.52,1273.1,1325.08,1379.11,1416.74,1457.3,1473.92,1486.66,1499.58,1510.33,1512.54,1489.53,1475,1456.27,1439.31,1422.17,1401.27,1399.67,1382.21,1378.7,1379.28,1384.7,1395.36,1402.63,1445.3,1471.98,1518.11,1550.96,1610.99,3,3,1719.28,1931.18
302.86,308.58,310.79,318.87,324.35,325.68,331.1,334.28,337.6,340.54,343.96,345.81,348.32,350.5,353.79,357.34,360.57,363.65,367.86,372.33,378.13,382.49,389.69,397.2,406.02,415.28,428.26,442.58,459.57,477.66,502.98,526.65,557.07,594.77,637.28,684.36,742.98,807.24,884.83,965.76,1068.03,1170.12,1290.16,1415.63,1550.77,1712.07,1861.39,2043.62,2209.93,2411.97,2615.52,2766.32,2984.65,3154.79,3354.44,3539.92,3702.36,3841.87,4009.3,4175.69,4334.47,4481.28,4630.6,4788.26,4929.76,5075.08,5222.18,5367.85,5498.35,5648.91,5801.58,5957.51,6135.99,74.36,68.14,67.05,65.59,62.49,60.25,58.14,57.29,55.87,57.02,58.96,59.59,61.93,69.58,73.39,77.84,83.6,90.64,99.96,110.09,121.3,134.95,151.35,170.7,192,215.66,242.52,272.45,305.64,343.08,382.74,427.94,476.98,529.94,590.28,653.38,723.08,793.84,871.33,947.55,1030.12,1098.46,1183.76,1265.47,1333.67,1399.15,1456.28,1515.66,1557.01,1601.59,1619.85,1633.85,1648.05,1659.87,1662.3,1637,1621.04,1600.45,1581.81,1562.98,1540.01,1538.25,1519.06,1515.2,1515.84,1521.8,1533.51,1541.5,1588.4,1617.72,1668.42,1704.52,1770.49,3,4,1479.57,1922.52
